"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2023年06月20日"

"","","","","/項目 コード","A1102","","A1407",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1102_日本人人口【人】","注釈","A1407_0～17歳人口【人】","注釈"
"2020100000","2020年度","07308","福島県 川俣町","","11,984","","1,243",""
"2020100000","2020年度","07322","福島県 大玉村","","8,843","","1,550",""
"2020100000","2020年度","07342","福島県 鏡石町","","12,268","","2,086",""
"2020100000","2020年度","07344","福島県 天栄村","","5,138","","665",""
"2020100000","2020年度","07362","福島県 下郷町","","5,248","","591",""
"2020100000","2020年度","07364","福島県 檜枝岐村","","504","","60",""
"2020100000","2020年度","07367","福島県 只見町","","4,014","","462",""
"2020100000","2020年度","07368","福島県 南会津町","","14,370","","1,666",""
"2020100000","2020年度","07402","福島県 北塩原村","","2,521","","318",""
"2020100000","2020年度","07405","福島県 西会津町","","5,732","","578",""
"2020100000","2020年度","07407","福島県 磐梯町","","3,313","","508",""
"2020100000","2020年度","07408","福島県 猪苗代町","","13,482","","1,764",""
"2020100000","2020年度","07421","福島県 会津坂下町","","14,933","","2,049",""
"2020100000","2020年度","07422","福島県 湯川村","","3,073","","526",""
"2020100000","2020年度","07423","福島県 柳津町","","3,074","","389",""
"2020100000","2020年度","07444","福島県 三島町","","1,444","","123",""
"2020100000","2020年度","07445","福島県 金山町","","1,851","","134",""
"2020100000","2020年度","07446","福島県 昭和村","","1,242","","81",""
"2020100000","2020年度","07447","福島県 会津美里町","","18,907","","2,401",""
"2020100000","2020年度","07461","福島県 西郷村","","20,387","","3,406",""
"2020100000","2020年度","07464","福島県 泉崎村","","6,095","","950",""
"2020100000","2020年度","07465","福島県 中島村","","4,850","","776",""
"2020100000","2020年度","07466","福島県 矢吹町","","17,124","","2,612",""
"2020100000","2020年度","07481","福島県 棚倉町","","13,236","","2,052",""
"2020100000","2020年度","07482","福島県 矢祭町","","5,369","","735",""
"2020100000","2020年度","07483","福島県 塙町","","8,191","","1,062",""
"2020100000","2020年度","07484","福島県 鮫川村","","3,031","","391",""
"2020100000","2020年度","07501","福島県 石川町","","14,493","","1,978",""
"2020100000","2020年度","07502","福島県 玉川村","","6,319","","998",""
"2020100000","2020年度","07503","福島県 平田村","","5,706","","724",""
"2020100000","2020年度","07504","福島県 浅川町","","5,990","","893",""
"2020100000","2020年度","07505","福島県 古殿町","","4,767","","614",""
"2020100000","2020年度","07521","福島県 三春町","","16,923","","2,343",""
"2020100000","2020年度","07522","福島県 小野町","","9,318","","1,225",""
"2020100000","2020年度","07541","福島県 広野町","","5,330","","563",""
"2020100000","2020年度","07542","福島県 楢葉町","","3,683","","303",""
"2020100000","2020年度","07543","福島県 富岡町","","2,040","","70",""
"2020100000","2020年度","07544","福島県 川内村","","1,947","","134",""
"2020100000","2020年度","07545","福島県 大熊町","","846","","2",""
"2020100000","2020年度","07546","福島県 双葉町","","0","","0",""
"2020100000","2020年度","07547","福島県 浪江町","","1,772","","52",""
"2020100000","2020年度","07548","福島県 葛尾村","","416","","33",""
"2020100000","2020年度","07561","福島県 新地町","","7,847","","1,235",""
"2020100000","2020年度","07564","福島県 飯舘村","","1,299","","40",""
"2020100000","2020年度","08201","茨城県 水戸市","","262,174","","41,038",""
"2020100000","2020年度","08202","茨城県 日立市","","170,416","","22,494",""
"2020100000","2020年度","08203","茨城県 土浦市","","135,299","","19,340",""
"2020100000","2020年度","08204","茨城県 古河市","","135,242","","20,003",""
"2020100000","2020年度","08205","茨城県 石岡市","","70,867","","9,530",""
"2020100000","2020年度","08207","茨城県 結城市","","48,248","","7,424",""
"2020100000","2020年度","08208","茨城県 龍ケ崎市","","73,394","","10,368",""
"2020100000","2020年度","08210","茨城県 下妻市","","40,061","","6,263",""
"2020100000","2020年度","08211","茨城県 常総市","","55,681","","8,724",""
"2020100000","2020年度","08212","茨城県 常陸太田市","","48,398","","5,464",""
"2020100000","2020年度","08214","茨城県 高萩市","","27,265","","3,576",""
"2020100000","2020年度","08215","茨城県 北茨城市","","41,248","","5,454",""
"2020100000","2020年度","08216","茨城県 笠間市","","71,749","","10,192",""
"2020100000","2020年度","08217","茨城県 取手市","","102,280","","13,128",""
"2020100000","2020年度","08219","茨城県 牛久市","","82,372","","13,214",""
"2020100000","2020年度","08220","茨城県 つくば市","","218,039","","41,096",""
"2020100000","2020年度","08221","茨城県 ひたちなか市","","152,689","","24,246",""
"2020100000","2020年度","08222","茨城県 鹿嶋市","","65,143","","10,121",""
"2020100000","2020年度","08223","茨城県 潮来市","","27,018","","3,705",""
"2020100000","2020年度","08224","茨城県 守谷市","","67,001","","12,452",""
"2020100000","2020年度","08225","茨城県 常陸大宮市","","38,729","","4,657",""
"2020100000","2020年度","08226","茨城県 那珂市","","52,979","","7,773",""
"2020100000","2020年度","08227","茨城県 筑西市","","97,857","","13,795",""
"2020100000","2020年度","08228","茨城県 坂東市","","49,659","","7,421",""
"2020100000","2020年度","08229","茨城県 稲敷市","","37,869","","4,327",""
"2020100000","2020年度","08230","茨城県 かすみがうら市","","39,044","","5,612",""
"2020100000","2020年度","08231","茨城県 桜川市","","38,722","","5,089",""
"2020100000","2020年度","08232","茨城県 神栖市","","92,441","","15,267",""
"2020100000","2020年度","08233","茨城県 行方市","","31,252","","4,017",""
"2020100000","2020年度","08234","茨城県 鉾田市","","43,157","","5,772",""
"2020100000","2020年度","08235","茨城県 つくばみらい市","","47,623","","8,460",""
"2020100000","2020年度","08236","茨城県 小美玉市","","47,248","","7,033",""
"2020100000","2020年度","08302","茨城県 茨城町","","30,780","","4,100",""
"2020100000","2020年度","08309","茨城県 大洗町","","14,894","","2,045",""
"2020100000","2020年度","08310","茨城県 城里町","","18,027","","2,024",""
"2020100000","2020年度","08341","茨城県 東海村","","37,289","","6,642",""
"2020100000","2020年度","08364","茨城県 大子町","","15,654","","1,507",""
"2020100000","2020年度","08442","茨城県 美浦村","","14,283","","1,863",""
"2020100000","2020年度","08443","茨城県 阿見町","","46,989","","7,310",""
"2020100000","2020年度","08447","茨城県 河内町","","8,124","","771",""
"2020100000","2020年度","08521","茨城県 八千代町","","19,907","","2,998",""
"2020100000","2020年度","08542","茨城県 五霞町","","7,948","","918",""
"2020100000","2020年度","08546","茨城県 境町","","23,274","","3,614",""
"2020100000","2020年度","08564","茨城県 利根町","","15,099","","1,556",""
"2020100000","2020年度","09201","栃木県 宇都宮市","","496,912","","79,229",""
"2020100000","2020年度","09202","栃木県 足利市","","139,706","","19,124",""
"2020100000","2020年度","09203","栃木県 栃木市","","150,874","","21,615",""
"2020100000","2020年度","09204","栃木県 佐野市","","112,432","","16,239",""
"2020100000","2020年度","09205","栃木県 鹿沼市","","92,323","","13,662",""
"2020100000","2020年度","09206","栃木県 日光市","","76,360","","9,296",""
"2020100000","2020年度","09208","栃木県 小山市","","158,423","","25,597",""
"2020100000","2020年度","09209","栃木県 真岡市","","74,451","","12,543",""
"2020100000","2020年度","09210","栃木県 大田原市","","69,751","","10,052",""
"2020100000","2020年度","09211","栃木県 矢板市","","30,762","","4,234",""
"2020100000","2020年度","09213","栃木県 那須塩原市","","111,407","","17,608",""
"2020100000","2020年度","09214","栃木県 さくら市","","44,114","","7,328",""
"2020100000","2020年度","09215","栃木県 那須烏山市","","24,648","","3,004",""
"2020100000","2020年度","09216","栃木県 下野市","","57,018","","8,662",""
"2020100000","2020年度","09301","栃木県 上三川町","","30,236","","5,110",""
"2020100000","2020年度","09342","栃木県 益子町","","21,586","","3,078",""
"2020100000","2020年度","09343","栃木県 茂木町","","11,787","","1,281",""
"2020100000","2020年度","09344","栃木県 市貝町","","11,076","","1,575",""
"2020100000","2020年度","09345","栃木県 芳賀町","","14,767","","2,397",""
"2020100000","2020年度","09361","栃木県 壬生町","","38,640","","5,744",""
"2020100000","2020年度","09364","栃木県 野木町","","24,588","","3,532",""
"2020100000","2020年度","09384","栃木県 塩谷町","","10,299","","1,179",""
"2020100000","2020年度","09386","栃木県 高根沢町","","28,516","","4,285",""
"2020100000","2020年度","09407","栃木県 那須町","","23,513","","2,931",""
"2020100000","2020年度","09411","栃木県 那珂川町","","15,067","","1,630",""
"2020100000","2020年度","10201","群馬県 前橋市","","315,078","","45,654",""
"2020100000","2020年度","10202","群馬県 高崎市","","363,518","","56,546",""
"2020100000","2020年度","10203","群馬県 桐生市","","104,389","","12,655",""
"2020100000","2020年度","10204","群馬県 伊勢崎市","","197,596","","33,818",""
"2020100000","2020年度","10205","群馬県 太田市","","209,319","","36,282",""
"2020100000","2020年度","10206","群馬県 沼田市","","44,569","","6,075",""
"2020100000","2020年度","10207","群馬県 館林市","","72,280","","10,644",""
"2020100000","2020年度","10208","群馬県 渋川市","","73,575","","9,528",""
"2020100000","2020年度","10209","群馬県 藤岡市","","62,213","","8,665",""
"2020100000","2020年度","10210","群馬県 富岡市","","46,598","","6,456",""
"2020100000","2020年度","10211","群馬県 安中市","","54,185","","6,936",""
"2020100000","2020年度","10212","群馬県 みどり市","","48,806","","7,503",""
"2020100000","2020年度","10344","群馬県 榛東村","","14,024","","2,305",""
"2020100000","2020年度","10345","群馬県 吉岡町","","21,600","","4,087",""
"2020100000","2020年度","10366","群馬県 上野村","","1,111","","130",""
"2020100000","2020年度","10367","群馬県 神流町","","1,634","","76",""
"2020100000","2020年度","10382","群馬県 下仁田町","","6,545","","467",""
"2020100000","2020年度","10383","群馬県 南牧村","","1,606","","50",""
"2020100000","2020年度","10384","群馬県 甘楽町","","12,323","","1,600",""
"2020100000","2020年度","10421","群馬県 中之条町","","15,153","","1,775",""
"2020100000","2020年度","10424","群馬県 長野原町","","5,034","","568",""
"2020100000","2020年度","10425","群馬県 嬬恋村","","8,698","","1,103",""
"2020100000","2020年度","10426","群馬県 草津町","","5,701","","534",""
"2020100000","2020年度","10428","群馬県 高山村","","3,318","","447",""
"2020100000","2020年度","10429","群馬県 東吾妻町","","12,483","","1,381",""
"2020100000","2020年度","10443","群馬県 片品村","","3,943","","446",""
"2020100000","2020年度","10444","群馬県 川場村","","3,470","","457",""
"2020100000","2020年度","10448","群馬県 昭和村","","6,517","","1,004",""
"2020100000","2020年度","10449","群馬県 みなかみ町","","16,959","","1,937",""
"2020100000","2020年度","10464","群馬県 玉村町","","34,289","","4,712",""
"2020100000","2020年度","10521","群馬県 板倉町","","13,691","","1,738",""
"2020100000","2020年度","10522","群馬県 明和町","","10,590","","1,587",""
"2020100000","2020年度","10523","群馬県 千代田町","","10,468","","1,565",""
"2020100000","2020年度","10524","群馬県 大泉町","","34,140","","6,175",""
"2020100000","2020年度","10525","群馬県 邑楽町","","24,790","","3,564",""
"2020100000","2020年度","11100","埼玉県 さいたま市","","1,276,491","","203,443",""
"2020100000","2020年度","11101","埼玉県 さいたま市 西区","","91,542","","14,527",""
"2020100000","2020年度","11102","埼玉県 さいたま市 北区","","143,197","","22,801",""
"2020100000","2020年度","11103","埼玉県 さいたま市 大宮区","","114,552","","16,969",""
"2020100000","2020年度","11104","埼玉県 さいたま市 見沼区","","159,592","","24,305",""
"2020100000","2020年度","11105","埼玉県 さいたま市 中央区","","99,128","","15,367",""
"2020100000","2020年度","11106","埼玉県 さいたま市 桜区","","93,479","","13,505",""
"2020100000","2020年度","11107","埼玉県 さいたま市 浦和区","","157,928","","26,829",""
"2020100000","2020年度","11108","埼玉県 さいたま市 南区","","183,587","","30,544",""
"2020100000","2020年度","11109","埼玉県 さいたま市 緑区","","124,959","","23,007",""
"2020100000","2020年度","11110","埼玉県 さいたま市 岩槻区","","108,527","","15,589",""
"2020100000","2020年度","11201","埼玉県 川越市","","323,232","","44,441",""
"2020100000","2020年度","11202","埼玉県 熊谷市","","189,946","","26,902",""
"2020100000","2020年度","11203","埼玉県 川口市","","555,098","","87,737",""
"2020100000","2020年度","11206","埼玉県 行田市","","76,691","","10,297",""
"2020100000","2020年度","11207","埼玉県 秩父市","","58,967","","8,243",""
"2020100000","2020年度","11208","埼玉県 所沢市","","311,495","","40,365",""
"2020100000","2020年度","11209","埼玉県 飯能市","","78,588","","10,497",""
"2020100000","2020年度","11210","埼玉県 加須市","","108,900","","15,554",""
"2020100000","2020年度","11211","埼玉県 本庄市","","75,074","","11,155",""
"2020100000","2020年度","11212","埼玉県 東松山市","","87,453","","12,793",""
"2020100000","2020年度","11214","埼玉県 春日部市","","225,799","","26,272",""
"2020100000","2020年度","11215","埼玉県 狭山市","","145,231","","19,079",""
"2020100000","2020年度","11216","埼玉県 羽生市","","49,849","","6,672",""
"2020100000","2020年度","11217","埼玉県 鴻巣市","","114,669","","16,242",""
"2020100000","2020年度","11218","埼玉県 深谷市","","137,413","","20,870",""
"2020100000","2020年度","11219","埼玉県 上尾市","","217,223","","31,273",""
"2020100000","2020年度","11221","埼玉県 草加市","","241,115","","35,787",""
"2020100000","2020年度","11222","埼玉県 越谷市","","334,953","","52,693",""
"2020100000","2020年度","11223","埼玉県 蕨市","","67,534","","9,397",""
"2020100000","2020年度","11224","埼玉県 戸田市","","131,679","","23,647",""
"2020100000","2020年度","11225","埼玉県 入間市","","143,118","","20,651",""
"2020100000","2020年度","11227","埼玉県 朝霞市","","136,913","","22,624",""
"2020100000","2020年度","11228","埼玉県 志木市","","73,293","","11,753",""
"2020100000","2020年度","11229","埼玉県 和光市","","81,671","","13,384",""
"2020100000","2020年度","11230","埼玉県 新座市","","159,171","","25,186",""
"2020100000","2020年度","11231","埼玉県 桶川市","","73,642","","10,622",""
"2020100000","2020年度","11232","埼玉県 久喜市","","146,370","","20,285",""
"2020100000","2020年度","11233","埼玉県 北本市","","64,404","","8,309",""
"2020100000","2020年度","11234","埼玉県 八潮市","","87,987","","13,570",""
"2020100000","2020年度","11235","埼玉県 富士見市","","107,437","","16,482",""
"2020100000","2020年度","11237","埼玉県 三郷市","","136,429","","21,488",""
"2020100000","2020年度","11238","埼玉県 蓮田市","","60,884","","8,311",""
"2020100000","2020年度","11239","埼玉県 坂戸市","","96,386","","14,179",""
"2020100000","2020年度","11240","埼玉県 幸手市","","48,820","","6,133",""
"2020100000","2020年度","11241","埼玉県 鶴ヶ島市","","68,440","","9,873",""
"2020100000","2020年度","11242","埼玉県 日高市","","53,715","","7,938",""
"2020100000","2020年度","11243","埼玉県 吉川市","","70,375","","12,584",""
"2020100000","2020年度","11245","埼玉県 ふじみ野市","","109,942","","17,418",""
"2020100000","2020年度","11246","埼玉県 白岡市","","51,492","","7,833",""
"2020100000","2020年度","11301","埼玉県 伊奈町","","43,975","","7,889",""
"2020100000","2020年度","11324","埼玉県 三芳町","","37,638","","5,796",""
"2020100000","2020年度","11326","埼玉県 毛呂山町","","34,293","","3,813",""
"2020100000","2020年度","11327","埼玉県 越生町","","10,876","","1,217",""
"2020100000","2020年度","11341","埼玉県 滑川町","","19,058","","3,707",""
"2020100000","2020年度","11342","埼玉県 嵐山町","","17,258","","2,100",""
"2020100000","2020年度","11343","埼玉県 小川町","","28,189","","2,907",""
"2020100000","2020年度","11346","埼玉県 川島町","","19,018","","2,333",""
"2020100000","2020年度","11347","埼玉県 吉見町","","18,008","","1,976",""
"2020100000","2020年度","11348","埼玉県 鳩山町","","13,420","","1,238",""
"2020100000","2020年度","11349","埼玉県 ときがわ町","","10,364","","1,099",""
"2020100000","2020年度","11361","埼玉県 横瀬町","","7,905","","1,070",""
"2020100000","2020年度","11362","埼玉県 皆野町","","9,218","","1,176",""
"2020100000","2020年度","11363","埼玉県 長瀞町","","6,781","","819",""
"2020100000","2020年度","11365","埼玉県 小鹿野町","","10,821","","1,340",""
"2020100000","2020年度","11369","埼玉県 東秩父村","","2,700","","226",""
"2020100000","2020年度","11381","埼玉県 美里町","","10,882","","1,470",""
"2020100000","2020年度","11383","埼玉県 神川町","","12,921","","1,682",""
"2020100000","2020年度","11385","埼玉県 上里町","","28,181","","4,341",""
"2020100000","2020年度","11408","埼玉県 寄居町","","31,858","","3,982",""
"2020100000","2020年度","11442","埼玉県 宮代町","","33,353","","4,482",""
"2020100000","2020年度","11464","埼玉県 杉戸町","","43,138","","5,879",""
"2020100000","2020年度","11465","埼玉県 松伏町","","27,935","","3,971",""
"2020100000","2020年度","12100","千葉県 千葉市","","920,287","","136,694",""
"2020100000","2020年度","12101","千葉県 千葉市 中央区","","189,250","","26,436",""
"2020100000","2020年度","12102","千葉県 千葉市 花見川区","","168,258","","23,137",""
"2020100000","2020年度","12103","千葉県 千葉市 稲毛区","","154,551","","22,839",""
"2020100000","2020年度","12104","千葉県 千葉市 若葉区","","140,731","","19,298",""
"2020100000","2020年度","12105","千葉県 千葉市 緑区","","126,715","","22,435",""
"2020100000","2020年度","12106","千葉県 千葉市 美浜区","","140,782","","22,549",""
"2020100000","2020年度","12202","千葉県 銚子市","","56,057","","5,787",""
"2020100000","2020年度","12203","千葉県 市川市","","470,504","","68,808",""
"2020100000","2020年度","12204","千葉県 船橋市","","615,289","","97,119",""
"2020100000","2020年度","12205","千葉県 館山市","","43,913","","5,248",""
"2020100000","2020年度","12206","千葉県 木更津市","","131,959","","21,207",""
"2020100000","2020年度","12207","千葉県 松戸市","","476,848","","69,090",""
"2020100000","2020年度","12208","千葉県 野田市","","147,915","","21,598",""
"2020100000","2020年度","12210","千葉県 茂原市","","84,512","","10,819",""
"2020100000","2020年度","12211","千葉県 成田市","","125,185","","20,453",""
"2020100000","2020年度","12212","千葉県 佐倉市","","165,043","","23,100",""
"2020100000","2020年度","12213","千葉県 東金市","","55,979","","7,488",""
"2020100000","2020年度","12215","千葉県 旭市","","62,151","","8,817",""
"2020100000","2020年度","12216","千葉県 習志野市","","170,458","","26,745",""
"2020100000","2020年度","12217","千葉県 柏市","","407,361","","64,418",""
"2020100000","2020年度","12218","千葉県 勝浦市","","16,756","","1,423",""
"2020100000","2020年度","12219","千葉県 市原市","","259,640","","36,941",""
"2020100000","2020年度","12220","千葉県 流山市","","194,858","","35,926",""
"2020100000","2020年度","12221","千葉県 八千代市","","193,727","","31,442",""
"2020100000","2020年度","12222","千葉県 我孫子市","","127,855","","17,920",""
"2020100000","2020年度","12223","千葉県 鴨川市","","31,548","","3,698",""
"2020100000","2020年度","12224","千葉県 鎌ケ谷市","","106,876","","15,345",""
"2020100000","2020年度","12225","千葉県 君津市","","80,285","","10,522",""
"2020100000","2020年度","12226","千葉県 富津市","","41,532","","4,600",""
"2020100000","2020年度","12227","千葉県 浦安市","","164,767","","26,760",""
"2020100000","2020年度","12228","千葉県 四街道市","","90,549","","15,037",""
"2020100000","2020年度","12229","千葉県 袖ケ浦市","","62,361","","10,355",""
"2020100000","2020年度","12230","千葉県 八街市","","64,693","","8,062",""
"2020100000","2020年度","12231","千葉県 印西市","","100,332","","19,593",""
"2020100000","2020年度","12232","千葉県 白井市","","60,845","","10,736",""
"2020100000","2020年度","12233","千葉県 富里市","","46,654","","6,630",""
"2020100000","2020年度","12234","千葉県 南房総市","","35,441","","3,820",""
"2020100000","2020年度","12235","千葉県 匝瑳市","","34,631","","4,359",""
"2020100000","2020年度","12236","千葉県 香取市","","71,011","","8,457",""
"2020100000","2020年度","12237","千葉県 山武市","","47,376","","5,478",""
"2020100000","2020年度","12238","千葉県 いすみ市","","35,101","","3,917",""
"2020100000","2020年度","12239","千葉県 大網白里市","","47,286","","6,324",""
"2020100000","2020年度","12322","千葉県 酒々井町","","19,957","","2,599",""
"2020100000","2020年度","12329","千葉県 栄町","","19,880","","2,084",""
"2020100000","2020年度","12342","千葉県 神崎町","","5,619","","658",""
"2020100000","2020年度","12347","千葉県 多古町","","13,261","","1,515",""
"2020100000","2020年度","12349","千葉県 東庄町","","12,972","","1,585",""
"2020100000","2020年度","12403","千葉県 九十九里町","","14,284","","1,423",""
"2020100000","2020年度","12409","千葉県 芝山町","","6,839","","785",""
"2020100000","2020年度","12410","千葉県 横芝光町","","21,752","","2,776",""
"2020100000","2020年度","12421","千葉県 一宮町","","11,644","","1,765",""
"2020100000","2020年度","12422","千葉県 睦沢町","","6,718","","808",""
"2020100000","2020年度","12423","千葉県 長生村","","13,715","","1,626",""
"2020100000","2020年度","12424","千葉県 白子町","","10,219","","1,148",""
"2020100000","2020年度","12426","千葉県 長柄町","","6,651","","614",""
"2020100000","2020年度","12427","千葉県 長南町","","7,172","","669",""
"2020100000","2020年度","12441","千葉県 大多喜町","","8,784","","945",""
"2020100000","2020年度","12443","千葉県 御宿町","","6,836","","575",""
"2020100000","2020年度","12463","千葉県 鋸南町","","6,926","","658",""
"2020100000","2020年度","13101","東京都 千代田区","","63,790","","10,174",""
"2020100000","2020年度","13102","東京都 中央区","","161,672","","25,540",""
"2020100000","2020年度","13103","東京都 港区","","234,966","","39,066",""
"2020100000","2020年度","13104","東京都 新宿区","","298,415","","34,002",""
"2020100000","2020年度","13105","東京都 文京区","","217,429","","32,247",""
"2020100000","2020年度","13106","東京都 台東区","","197,051","","21,823",""
"2020100000","2020年度","13107","東京都 墨田区","","261,231","","32,968",""
"2020100000","2020年度","13108","東京都 江東区","","492,456","","77,733",""
"2020100000","2020年度","13109","東京都 品川区","","390,799","","54,032",""
"2020100000","2020年度","13110","東京都 目黒区","","275,731","","36,717",""
"2020100000","2020年度","13111","東京都 大田区","","700,751","","92,281",""
"2020100000","2020年度","13112","東京都 世田谷区","","916,972","","128,877",""
"2020100000","2020年度","13113","東京都 渋谷区","","214,511","","26,310",""
"2020100000","2020年度","13114","東京都 中野区","","315,718","","33,946",""
"2020100000","2020年度","13115","東京都 杉並区","","551,816","","69,336",""
"2020100000","2020年度","13116","東京都 豊島区","","272,053","","30,905",""
"2020100000","2020年度","13117","東京都 北区","","334,774","","42,837",""
"2020100000","2020年度","13118","東京都 荒川区","","199,289","","28,962",""
"2020100000","2020年度","13119","東京都 板橋区","","543,391","","71,394",""
"2020100000","2020年度","13120","東京都 練馬区","","714,410","","103,374",""
"2020100000","2020年度","13121","東京都 足立区","","644,285","","91,585",""
"2020100000","2020年度","13122","東京都 葛飾区","","432,623","","61,810",""
"2020100000","2020年度","13123","東京都 江戸川区","","650,161","","104,286",""
"2020100000","2020年度","13201","東京都 八王子市","","554,415","","77,627",""
"2020100000","2020年度","13202","東京都 立川市","","179,304","","26,375",""
"2020100000","2020年度","13203","東京都 武蔵野市","","143,186","","20,276",""
"2020100000","2020年度","13204","東京都 三鷹市","","185,052","","27,839",""
"2020100000","2020年度","13205","東京都 青梅市","","131,357","","17,262",""
"2020100000","2020年度","13206","東京都 府中市","","251,627","","39,736",""
"2020100000","2020年度","13207","東京都 昭島市","","110,425","","16,682",""
"2020100000","2020年度","13208","東京都 調布市","","230,300","","34,256",""
"2020100000","2020年度","13209","東京都 町田市","","416,777","","63,527",""
"2020100000","2020年度","13210","東京都 小金井市","","120,520","","17,776",""
"2020100000","2020年度","13211","東京都 小平市","","188,185","","30,063",""
"2020100000","2020年度","13212","東京都 日野市","","181,908","","27,761",""
"2020100000","2020年度","13213","東京都 東村山市","","146,966","","21,595",""
"2020100000","2020年度","13214","東京都 国分寺市","","122,391","","18,069",""
"2020100000","2020年度","13215","東京都 国立市","","73,679","","10,241",""
"2020100000","2020年度","13218","東京都 福生市","","52,577","","7,002",""
"2020100000","2020年度","13219","東京都 狛江市","","81,557","","11,536",""
"2020100000","2020年度","13220","東京都 東大和市","","82,703","","13,051",""
"2020100000","2020年度","13221","東京都 清瀬市","","73,650","","10,771",""
"2020100000","2020年度","13222","東京都 東久留米市","","112,209","","16,840",""
"2020100000","2020年度","13223","東京都 武蔵村山市","","68,476","","11,678",""
"2020100000","2020年度","13224","東京都 多摩市","","144,361","","20,127",""
"2020100000","2020年度","13225","東京都 稲城市","","90,418","","15,946",""
"2020100000","2020年度","13227","東京都 羽村市","","52,873","","8,058",""
"2020100000","2020年度","13228","東京都 あきる野市","","77,709","","11,394",""
"2020100000","2020年度","13229","東京都 西東京市","","197,586","","29,881",""
"2020100000","2020年度","13303","東京都 瑞穂町","","31,026","","4,372",""
"2020100000","2020年度","13305","東京都 日の出町","","16,784","","2,630",""
"2020100000","2020年度","13307","東京都 檜原村","","1,998","","151",""
"2020100000","2020年度","13308","東京都 奥多摩町","","4,698","","412",""
"2020100000","2020年度","13361","東京都 大島町","","7,016","","1,024",""
"2020100000","2020年度","13362","東京都 利島村","","322","","51",""
"2020100000","2020年度","13363","東京都 新島村","","2,430","","327",""
"2020100000","2020年度","13364","東京都 神津島村","","1,850","","331",""
"2020100000","2020年度","13381","東京都 三宅村","","2,242","","246",""
"2020100000","2020年度","13382","東京都 御蔵島村","","313","","60",""
"2020100000","2020年度","13401","東京都 八丈町","","6,955","","952",""
"2020100000","2020年度","13402","東京都 青ヶ島村","","169","","22",""
"2020100000","2020年度","13421","東京都 小笠原村","","2,905","","465",""
"2020100000","2020年度","14100","神奈川県 横浜市","","3,618,590","","537,296",""
"2020100000","2020年度","14101","神奈川県 横浜市 鶴見区","","278,443","","43,680",""
"2020100000","2020年度","14102","神奈川県 横浜市 神奈川区","","233,268","","32,154",""
"2020100000","2020年度","14103","神奈川県 横浜市 西区","","98,758","","13,428",""
"2020100000","2020年度","14104","神奈川県 横浜市 中区","","129,855","","17,715",""
"2020100000","2020年度","14105","神奈川県 横浜市 南区","","184,564","","23,249",""
"2020100000","2020年度","14106","神奈川県 横浜市 保土ケ谷区","","198,309","","26,850",""
"2020100000","2020年度","14107","神奈川県 横浜市 磯子区","","157,583","","22,671",""
"2020100000","2020年度","14108","神奈川県 横浜市 金沢区","","193,764","","26,761",""
"2020100000","2020年度","14109","神奈川県 横浜市 港北区","","343,067","","51,334",""
"2020100000","2020年度","14110","神奈川県 横浜市 戸塚区","","276,609","","44,308",""
"2020100000","2020年度","14111","神奈川県 横浜市 港南区","","210,599","","29,059",""
"2020100000","2020年度","14112","神奈川県 横浜市 旭区","","240,190","","34,007",""
"2020100000","2020年度","14113","神奈川県 横浜市 緑区","","176,930","","28,176",""
"2020100000","2020年度","14114","神奈川県 横浜市 瀬谷区","","119,689","","17,805",""
"2020100000","2020年度","14115","神奈川県 横浜市 栄区","","117,921","","16,832",""
"2020100000","2020年度","14116","神奈川県 横浜市 泉区","","149,347","","22,035",""
"2020100000","2020年度","14117","神奈川県 横浜市 青葉区","","302,160","","48,192",""
"2020100000","2020年度","14118","神奈川県 横浜市 都筑区","","207,534","","39,040",""
"2020100000","2020年度","14130","神奈川県 川崎市","","1,465,906","","225,165",""
"2020100000","2020年度","14131","神奈川県 川崎市 川崎区","","210,540","","29,699",""
"2020100000","2020年度","14132","神奈川県 川崎市 幸区","","165,140","","26,729",""
"2020100000","2020年度","14133","神奈川県 川崎市 中原区","","252,913","","39,902",""
"2020100000","2020年度","14134","神奈川県 川崎市 高津区","","224,370","","34,868",""
"2020100000","2020年度","14135","神奈川県 川崎市 多摩区","","210,154","","27,990",""
"2020100000","2020年度","14136","神奈川県 川崎市 宮前区","","227,128","","38,160",""
"2020100000","2020年度","14137","神奈川県 川崎市 麻生区","","175,661","","27,817",""
"2020100000","2020年度","14150","神奈川県 相模原市","","690,937","","100,465",""
"2020100000","2020年度","14151","神奈川県 相模原市 緑区","","163,185","","23,169",""
"2020100000","2020年度","14152","神奈川県 相模原市 中央区","","260,496","","39,577",""
"2020100000","2020年度","14153","神奈川県 相模原市 南区","","267,256","","37,719",""
"2020100000","2020年度","14201","神奈川県 横須賀市","","382,667","","51,633",""
"2020100000","2020年度","14203","神奈川県 平塚市","","249,623","","36,338",""
"2020100000","2020年度","14204","神奈川県 鎌倉市","","170,631","","24,059",""
"2020100000","2020年度","14205","神奈川県 藤沢市","","425,047","","68,895",""
"2020100000","2020年度","14206","神奈川県 小田原市","","183,545","","25,568",""
"2020100000","2020年度","14207","神奈川県 茅ヶ崎市","","238,852","","37,876",""
"2020100000","2020年度","14208","神奈川県 逗子市","","55,543","","7,774",""
