"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2023年06月20日"

"","","","","/項目 コード","A1102","","A1407",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1102_日本人人口【人】","注釈","A1407_0～17歳人口【人】","注釈"
"2020100000","2020年度","14210","神奈川県 三浦市","","41,643","","4,488",""
"2020100000","2020年度","14211","神奈川県 秦野市","","156,966","","21,978",""
"2020100000","2020年度","14212","神奈川県 厚木市","","213,520","","32,208",""
"2020100000","2020年度","14213","神奈川県 大和市","","226,223","","34,714",""
"2020100000","2020年度","14214","神奈川県 伊勢原市","","97,675","","14,271",""
"2020100000","2020年度","14215","神奈川県 海老名市","","132,164","","21,430",""
"2020100000","2020年度","14216","神奈川県 座間市","","126,292","","18,155",""
"2020100000","2020年度","14217","神奈川県 南足柄市","","40,292","","5,646",""
"2020100000","2020年度","14218","神奈川県 綾瀬市","","79,277","","13,297",""
"2020100000","2020年度","14301","神奈川県 葉山町","","31,126","","4,876",""
"2020100000","2020年度","14321","神奈川県 寒川町","","47,069","","7,517",""
"2020100000","2020年度","14341","神奈川県 大磯町","","31,484","","4,417",""
"2020100000","2020年度","14342","神奈川県 二宮町","","27,278","","3,515",""
"2020100000","2020年度","14361","神奈川県 中井町","","8,967","","1,115",""
"2020100000","2020年度","14362","神奈川県 大井町","","16,897","","2,586",""
"2020100000","2020年度","14363","神奈川県 松田町","","10,661","","1,275",""
"2020100000","2020年度","14364","神奈川県 山北町","","9,688","","1,052",""
"2020100000","2020年度","14366","神奈川県 開成町","","18,150","","3,294",""
"2020100000","2020年度","14382","神奈川県 箱根町","","10,768","","866",""
"2020100000","2020年度","14383","神奈川県 真鶴町","","6,659","","569",""
"2020100000","2020年度","14384","神奈川県 湯河原町","","23,045","","2,252",""
"2020100000","2020年度","14401","神奈川県 愛川町","","36,633","","5,252",""
"2020100000","2020年度","14402","神奈川県 清川村","","3,016","","368",""
"2020100000","2020年度","15100","新潟県 新潟市","","772,337","","111,222",""
"2020100000","2020年度","15101","新潟県 新潟市 北区","","71,554","","10,131",""
"2020100000","2020年度","15102","新潟県 新潟市 東区","","132,089","","19,238",""
"2020100000","2020年度","15103","新潟県 新潟市 中央区","","173,544","","23,639",""
"2020100000","2020年度","15104","新潟県 新潟市 江南区","","67,268","","10,653",""
"2020100000","2020年度","15105","新潟県 新潟市 秋葉区","","74,240","","11,111",""
"2020100000","2020年度","15106","新潟県 新潟市 南区","","42,883","","5,980",""
"2020100000","2020年度","15107","新潟県 新潟市 西区","","156,690","","23,404",""
"2020100000","2020年度","15108","新潟県 新潟市 西蒲区","","54,069","","7,066",""
"2020100000","2020年度","15202","新潟県 長岡市","","264,201","","38,753",""
"2020100000","2020年度","15204","新潟県 三条市","","93,563","","13,169",""
"2020100000","2020年度","15205","新潟県 柏崎市","","79,760","","10,726",""
"2020100000","2020年度","15206","新潟県 新発田市","","93,973","","13,444",""
"2020100000","2020年度","15208","新潟県 小千谷市","","33,810","","4,748",""
"2020100000","2020年度","15209","新潟県 加茂市","","25,324","","3,042",""
"2020100000","2020年度","15210","新潟県 十日町市","","49,464","","6,577",""
"2020100000","2020年度","15211","新潟県 見附市","","38,908","","5,508",""
"2020100000","2020年度","15212","新潟県 村上市","","57,104","","6,980",""
"2020100000","2020年度","15213","新潟県 燕市","","76,352","","10,944",""
"2020100000","2020年度","15216","新潟県 糸魚川市","","40,242","","5,091",""
"2020100000","2020年度","15217","新潟県 妙高市","","30,075","","3,952",""
"2020100000","2020年度","15218","新潟県 五泉市","","47,129","","6,161",""
"2020100000","2020年度","15222","新潟県 上越市","","185,027","","27,193",""
"2020100000","2020年度","15223","新潟県 阿賀野市","","40,371","","5,562",""
"2020100000","2020年度","15224","新潟県 佐渡市","","51,208","","6,245",""
"2020100000","2020年度","15225","新潟県 魚沼市","","34,209","","4,546",""
"2020100000","2020年度","15226","新潟県 南魚沼市","","53,962","","8,041",""
"2020100000","2020年度","15227","新潟県 胎内市","","28,219","","3,901",""
"2020100000","2020年度","15307","新潟県 聖籠町","","13,930","","2,572",""
"2020100000","2020年度","15342","新潟県 弥彦村","","7,685","","1,157",""
"2020100000","2020年度","15361","新潟県 田上町","","11,183","","1,278",""
"2020100000","2020年度","15385","新潟県 阿賀町","","9,929","","892",""
"2020100000","2020年度","15405","新潟県 出雲崎町","","4,099","","459",""
"2020100000","2020年度","15461","新潟県 湯沢町","","7,640","","837",""
"2020100000","2020年度","15482","新潟県 津南町","","8,886","","1,096",""
"2020100000","2020年度","15504","新潟県 刈羽村","","4,353","","678",""
"2020100000","2020年度","15581","新潟県 関川村","","5,122","","596",""
"2020100000","2020年度","15586","新潟県 粟島浦村","","351","","48",""
"2020100000","2020年度","16201","富山県 富山市","","403,780","","59,398",""
"2020100000","2020年度","16202","富山県 高岡市","","159,520","","21,003",""
"2020100000","2020年度","16204","富山県 魚津市","","39,869","","4,941",""
"2020100000","2020年度","16205","富山県 氷見市","","43,525","","5,150",""
"2020100000","2020年度","16206","富山県 滑川市","","31,902","","4,979",""
"2020100000","2020年度","16207","富山県 黒部市","","39,171","","5,701",""
"2020100000","2020年度","16208","富山県 砺波市","","47,060","","7,378",""
"2020100000","2020年度","16209","富山県 小矢部市","","28,413","","3,683",""
"2020100000","2020年度","16210","富山県 南砺市","","47,104","","6,190",""
"2020100000","2020年度","16211","富山県 射水市","","88,002","","14,091",""
"2020100000","2020年度","16321","富山県 舟橋村","","3,081","","649",""
"2020100000","2020年度","16322","富山県 上市町","","19,133","","2,386",""
"2020100000","2020年度","16323","富山県 立山町","","24,573","","3,478",""
"2020100000","2020年度","16342","富山県 入善町","","23,305","","2,948",""
"2020100000","2020年度","16343","富山県 朝日町","","10,950","","1,154",""
"2020100000","2020年度","17201","石川県 金沢市","","446,412","","68,465",""
"2020100000","2020年度","17202","石川県 七尾市","","49,257","","6,365",""
"2020100000","2020年度","17203","石川県 小松市","","102,830","","16,872",""
"2020100000","2020年度","17204","石川県 輪島市","","24,360","","2,721",""
"2020100000","2020年度","17205","石川県 珠洲市","","12,838","","1,172",""
"2020100000","2020年度","17206","石川県 加賀市","","62,143","","8,313",""
"2020100000","2020年度","17207","石川県 羽咋市","","20,262","","2,454",""
"2020100000","2020年度","17209","石川県 かほく市","","34,500","","5,734",""
"2020100000","2020年度","17210","石川県 白山市","","108,485","","18,540",""
"2020100000","2020年度","17211","石川県 能美市","","47,278","","8,408",""
"2020100000","2020年度","17212","石川県 野々市市","","55,606","","9,754",""
"2020100000","2020年度","17324","石川県 川北町","","6,072","","1,325",""
"2020100000","2020年度","17361","石川県 津幡町","","36,527","","6,360",""
"2020100000","2020年度","17365","石川県 内灘町","","25,988","","4,099",""
"2020100000","2020年度","17384","石川県 志賀町","","18,467","","2,087",""
"2020100000","2020年度","17386","石川県 宝達志水町","","11,944","","1,423",""
"2020100000","2020年度","17407","石川県 中能登町","","16,361","","2,455",""
"2020100000","2020年度","17461","石川県 穴水町","","7,781","","717",""
"2020100000","2020年度","17463","石川県 能登町","","15,581","","1,493",""
"2020100000","2020年度","18201","福井県 福井市","","255,176","","40,615",""
"2020100000","2020年度","18202","福井県 敦賀市","","62,655","","9,990",""
"2020100000","2020年度","18204","福井県 小浜市","","27,905","","4,243",""
"2020100000","2020年度","18205","福井県 大野市","","30,786","","4,166",""
"2020100000","2020年度","18206","福井県 勝山市","","21,856","","3,059",""
"2020100000","2020年度","18207","福井県 鯖江市","","67,087","","11,909",""
"2020100000","2020年度","18208","福井県 あわら市","","26,977","","3,711",""
"2020100000","2020年度","18209","福井県 越前市","","75,526","","12,551",""
"2020100000","2020年度","18210","福井県 坂井市","","86,348","","14,243",""
"2020100000","2020年度","18322","福井県 永平寺町","","18,546","","2,661",""
"2020100000","2020年度","18382","福井県 池田町","","2,409","","232",""
"2020100000","2020年度","18404","福井県 南越前町","","9,945","","1,464",""
"2020100000","2020年度","18423","福井県 越前町","","19,943","","2,913",""
"2020100000","2020年度","18442","福井県 美浜町","","9,062","","1,256",""
"2020100000","2020年度","18481","福井県 高浜町","","10,119","","1,494",""
"2020100000","2020年度","18483","福井県 おおい町","","7,834","","1,300",""
"2020100000","2020年度","18501","福井県 若狭町","","13,894","","2,131",""
"2020100000","2020年度","19201","山梨県 甲府市","","180,962","","26,616",""
"2020100000","2020年度","19202","山梨県 富士吉田市","","44,903","","6,384",""
"2020100000","2020年度","19204","山梨県 都留市","","30,122","","3,898",""
"2020100000","2020年度","19205","山梨県 山梨市","","33,005","","4,702",""
"2020100000","2020年度","19206","山梨県 大月市","","22,208","","2,155",""
"2020100000","2020年度","19207","山梨県 韮崎市","","28,547","","4,009",""
"2020100000","2020年度","19208","山梨県 南アルプス市","","68,331","","11,489",""
"2020100000","2020年度","19209","山梨県 北杜市","","43,545","","5,469",""
"2020100000","2020年度","19210","山梨県 甲斐市","","73,488","","12,232",""
"2020100000","2020年度","19211","山梨県 笛吹市","","65,266","","9,729",""
"2020100000","2020年度","19212","山梨県 上野原市","","22,315","","2,378",""
"2020100000","2020年度","19213","山梨県 甲州市","","29,045","","3,903",""
"2020100000","2020年度","19214","山梨県 中央市","","28,809","","4,343",""
"2020100000","2020年度","19346","山梨県 市川三郷町","","14,467","","1,813",""
"2020100000","2020年度","19364","山梨県 早川町","","1,091","","93",""
"2020100000","2020年度","19365","山梨県 身延町","","10,562","","888",""
"2020100000","2020年度","19366","山梨県 南部町","","7,097","","739",""
"2020100000","2020年度","19368","山梨県 富士川町","","13,948","","1,850",""
"2020100000","2020年度","19384","山梨県 昭和町","","19,697","","3,881",""
"2020100000","2020年度","19422","山梨県 道志村","","1,598","","188",""
"2020100000","2020年度","19423","山梨県 西桂町","","4,012","","586",""
"2020100000","2020年度","19424","山梨県 忍野村","","8,980","","1,605",""
"2020100000","2020年度","19425","山梨県 山中湖村","","5,055","","742",""
"2020100000","2020年度","19429","山梨県 鳴沢村","","2,802","","401",""
"2020100000","2020年度","19430","山梨県 富士河口湖町","","25,613","","4,158",""
"2020100000","2020年度","19442","山梨県 小菅村","","676","","83",""
"2020100000","2020年度","19443","山梨県 丹波山村","","529","","46",""
"2020100000","2020年度","20201","長野県 長野市","","361,952","","53,172",""
"2020100000","2020年度","20202","長野県 松本市","","234,020","","36,951",""
"2020100000","2020年度","20203","長野県 上田市","","149,325","","22,770",""
"2020100000","2020年度","20204","長野県 岡谷市","","47,015","","6,786",""
"2020100000","2020年度","20205","長野県 飯田市","","95,551","","15,149",""
"2020100000","2020年度","20206","長野県 諏訪市","","47,199","","7,256",""
"2020100000","2020年度","20207","長野県 須坂市","","48,692","","7,391",""
"2020100000","2020年度","20208","長野県 小諸市","","40,172","","5,836",""
"2020100000","2020年度","20209","長野県 伊那市","","64,391","","10,162",""
"2020100000","2020年度","20210","長野県 駒ヶ根市","","31,351","","4,882",""
"2020100000","2020年度","20211","長野県 中野市","","41,448","","6,270",""
"2020100000","2020年度","20212","長野県 大町市","","25,470","","3,111",""
"2020100000","2020年度","20213","長野県 飯山市","","19,326","","2,600",""
"2020100000","2020年度","20214","長野県 茅野市","","54,927","","8,832",""
"2020100000","2020年度","20215","長野県 塩尻市","","65,443","","10,267",""
"2020100000","2020年度","20217","長野県 佐久市","","95,778","","15,478",""
"2020100000","2020年度","20218","長野県 千曲市","","57,849","","8,631",""
"2020100000","2020年度","20219","長野県 東御市","","29,657","","4,518",""
"2020100000","2020年度","20220","長野県 安曇野市","","92,609","","14,030",""
"2020100000","2020年度","20303","長野県 小海町","","4,284","","499",""
"2020100000","2020年度","20304","長野県 川上村","","3,519","","538",""
"2020100000","2020年度","20305","長野県 南牧村","","2,788","","421",""
"2020100000","2020年度","20306","長野県 南相木村","","941","","129",""
"2020100000","2020年度","20307","長野県 北相木村","","718","","120",""
"2020100000","2020年度","20309","長野県 佐久穂町","","10,139","","1,288",""
"2020100000","2020年度","20321","長野県 軽井沢町","","18,660","","2,651",""
"2020100000","2020年度","20323","長野県 御代田町","","14,943","","2,413",""
"2020100000","2020年度","20324","長野県 立科町","","6,496","","802",""
"2020100000","2020年度","20349","長野県 青木村","","4,091","","585",""
"2020100000","2020年度","20350","長野県 長和町","","5,552","","647",""
"2020100000","2020年度","20361","長野県 下諏訪町","","18,825","","2,592",""
"2020100000","2020年度","20362","長野県 富士見町","","13,820","","2,046",""
"2020100000","2020年度","20363","長野県 原村","","7,552","","1,181",""
"2020100000","2020年度","20382","長野県 辰野町","","18,166","","2,518",""
"2020100000","2020年度","20383","長野県 箕輪町","","24,199","","3,755",""
"2020100000","2020年度","20384","長野県 飯島町","","8,781","","1,225",""
"2020100000","2020年度","20385","長野県 南箕輪村","","15,463","","2,941",""
"2020100000","2020年度","20386","長野県 中川村","","4,588","","741",""
"2020100000","2020年度","20388","長野県 宮田村","","8,282","","1,472",""
"2020100000","2020年度","20402","長野県 松川町","","12,416","","1,905",""
"2020100000","2020年度","20403","長野県 高森町","","12,602","","2,229",""
"2020100000","2020年度","20404","長野県 阿南町","","4,258","","484",""
"2020100000","2020年度","20407","長野県 阿智村","","5,941","","965",""
"2020100000","2020年度","20409","長野県 平谷村","","384","","56",""
"2020100000","2020年度","20410","長野県 根羽村","","837","","68",""
"2020100000","2020年度","20411","長野県 下條村","","3,509","","597",""
"2020100000","2020年度","20412","長野県 売木村","","541","","64",""
"2020100000","2020年度","20413","長野県 天龍村","","1,165","","87",""
"2020100000","2020年度","20414","長野県 泰阜村","","1,516","","221",""
"2020100000","2020年度","20415","長野県 喬木村","","5,915","","1,002",""
"2020100000","2020年度","20416","長野県 豊丘村","","6,307","","1,088",""
"2020100000","2020年度","20417","長野県 大鹿村","","1,011","","114",""
"2020100000","2020年度","20422","長野県 上松町","","4,076","","461",""
"2020100000","2020年度","20423","長野県 南木曽町","","3,882","","514",""
"2020100000","2020年度","20425","長野県 木祖村","","2,668","","348",""
"2020100000","2020年度","20429","長野県 王滝村","","702","","55",""
"2020100000","2020年度","20430","長野県 大桑村","","3,363","","379",""
"2020100000","2020年度","20432","長野県 木曽町","","10,423","","1,176",""
"2020100000","2020年度","20446","長野県 麻績村","","2,575","","306",""
"2020100000","2020年度","20448","長野県 生坂村","","1,628","","203",""
"2020100000","2020年度","20450","長野県 山形村","","8,237","","1,413",""
"2020100000","2020年度","20451","長野県 朝日村","","4,238","","624",""
"2020100000","2020年度","20452","長野県 筑北村","","4,121","","442",""
"2020100000","2020年度","20481","長野県 池田町","","9,258","","1,191",""
"2020100000","2020年度","20482","長野県 松川村","","9,455","","1,364",""
"2020100000","2020年度","20485","長野県 白馬村","","8,222","","1,211",""
"2020100000","2020年度","20486","長野県 小谷村","","2,586","","317",""
"2020100000","2020年度","20521","長野県 坂城町","","13,607","","1,921",""
"2020100000","2020年度","20541","長野県 小布施町","","10,611","","1,716",""
"2020100000","2020年度","20543","長野県 高山村","","6,519","","924",""
"2020100000","2020年度","20561","長野県 山ノ内町","","11,179","","1,248",""
"2020100000","2020年度","20562","長野県 木島平村","","4,326","","585",""
"2020100000","2020年度","20563","長野県 野沢温泉村","","3,247","","442",""
"2020100000","2020年度","20583","長野県 信濃町","","7,680","","851",""
"2020100000","2020年度","20588","長野県 小川村","","2,199","","237",""
"2020100000","2020年度","20590","長野県 飯綱町","","10,252","","1,248",""
"2020100000","2020年度","20602","長野県 栄村","","1,645","","135",""
"2020100000","2020年度","21201","岐阜県 岐阜市","","377,921","","56,433",""
"2020100000","2020年度","21202","岐阜県 大垣市","","152,167","","24,956",""
"2020100000","2020年度","21203","岐阜県 高山市","","83,650","","13,054",""
"2020100000","2020年度","21204","岐阜県 多治見市","","104,293","","15,207",""
"2020100000","2020年度","21205","岐阜県 関市","","82,699","","13,025",""
"2020100000","2020年度","21206","岐阜県 中津川市","","74,256","","11,297",""
"2020100000","2020年度","21207","岐阜県 美濃市","","18,725","","2,569",""
"2020100000","2020年度","21208","岐阜県 瑞浪市","","36,064","","5,544",""
"2020100000","2020年度","21209","岐阜県 羽島市","","64,062","","10,463",""
"2020100000","2020年度","21210","岐阜県 恵那市","","46,751","","6,814",""
"2020100000","2020年度","21211","岐阜県 美濃加茂市","","50,418","","10,026",""
"2020100000","2020年度","21212","岐阜県 土岐市","","53,526","","8,016",""
"2020100000","2020年度","21213","岐阜県 各務原市","","140,275","","23,098",""
"2020100000","2020年度","21214","岐阜県 可児市","","91,223","","15,956",""
"2020100000","2020年度","21215","岐阜県 山県市","","24,668","","3,316",""
"2020100000","2020年度","21216","岐阜県 瑞穂市","","53,139","","10,261",""
"2020100000","2020年度","21217","岐阜県 飛騨市","","22,407","","3,030",""
"2020100000","2020年度","21218","岐阜県 本巣市","","32,205","","5,532",""
"2020100000","2020年度","21219","岐阜県 郡上市","","38,474","","5,595",""
"2020100000","2020年度","21220","岐阜県 下呂市","","29,921","","4,008",""
"2020100000","2020年度","21221","岐阜県 海津市","","32,000","","4,219",""
"2020100000","2020年度","21302","岐阜県 岐南町","","24,976","","4,565",""
"2020100000","2020年度","21303","岐阜県 笠松町","","21,670","","3,361",""
"2020100000","2020年度","21341","岐阜県 養老町","","26,413","","3,666",""
"2020100000","2020年度","21361","岐阜県 垂井町","","25,607","","4,083",""
"2020100000","2020年度","21362","岐阜県 関ケ原町","","6,462","","750",""
"2020100000","2020年度","21381","岐阜県 神戸町","","18,192","","2,784",""
"2020100000","2020年度","21382","岐阜県 輪之内町","","9,175","","1,619",""
"2020100000","2020年度","21383","岐阜県 安八町","","14,041","","2,355",""
"2020100000","2020年度","21401","岐阜県 揖斐川町","","19,306","","2,557",""
"2020100000","2020年度","21403","岐阜県 大野町","","21,750","","3,586",""
"2020100000","2020年度","21404","岐阜県 池田町","","22,827","","3,740",""
"2020100000","2020年度","21421","岐阜県 北方町","","17,702","","3,086",""
"2020100000","2020年度","21501","岐阜県 坂祝町","","7,506","","1,249",""
"2020100000","2020年度","21502","岐阜県 富加町","","5,491","","935",""
"2020100000","2020年度","21503","岐阜県 川辺町","","9,648","","1,518",""
"2020100000","2020年度","21504","岐阜県 七宗町","","3,375","","356",""
"2020100000","2020年度","21505","岐阜県 八百津町","","10,050","","1,286",""
"2020100000","2020年度","21506","岐阜県 白川町","","7,308","","752",""
"2020100000","2020年度","21507","岐阜県 東白川村","","1,996","","224",""
"2020100000","2020年度","21521","岐阜県 御嵩町","","16,906","","2,566",""
"2020100000","2020年度","21604","岐阜県 白川村","","1,482","","237",""
"2020100000","2020年度","22100","静岡県 静岡市","","676,457","","96,390",""
"2020100000","2020年度","22101","静岡県 静岡市 葵区","","244,300","","35,622",""
"2020100000","2020年度","22102","静岡県 静岡市 駿河区","","205,684","","30,080",""
"2020100000","2020年度","22103","静岡県 静岡市 清水区","","226,473","","30,688",""
"2020100000","2020年度","22130","静岡県 浜松市","","764,849","","123,775",""
"2020100000","2020年度","22131","静岡県 浜松市 中区","","226,943","","34,487",""
"2020100000","2020年度","22132","静岡県 浜松市 東区","","124,930","","21,272",""
"2020100000","2020年度","22133","静岡県 浜松市 西区","","105,258","","17,628",""
"2020100000","2020年度","22134","静岡県 浜松市 南区","","94,278","","15,460",""
"2020100000","2020年度","22135","静岡県 浜松市 北区","","90,567","","14,409",""
"2020100000","2020年度","22136","静岡県 浜松市 浜北区","","96,514","","17,907",""
"2020100000","2020年度","22137","静岡県 浜松市 天竜区","","26,359","","2,612",""
"2020100000","2020年度","22203","静岡県 沼津市","","183,966","","24,190",""
"2020100000","2020年度","22205","静岡県 熱海市","","33,383","","2,538",""
"2020100000","2020年度","22206","静岡県 三島市","","105,537","","16,124",""
"2020100000","2020年度","22207","静岡県 富士宮市","","125,528","","19,498",""
"2020100000","2020年度","22208","静岡県 伊東市","","64,442","","6,962",""
"2020100000","2020年度","22209","静岡県 島田市","","94,095","","14,690",""
"2020100000","2020年度","22210","静岡県 富士市","","239,087","","37,549",""
"2020100000","2020年度","22211","静岡県 磐田市","","157,073","","26,324",""
"2020100000","2020年度","22212","静岡県 焼津市","","131,992","","20,520",""
"2020100000","2020年度","22213","静岡県 掛川市","","110,464","","18,881",""
"2020100000","2020年度","22214","静岡県 藤枝市","","139,161","","22,321",""
"2020100000","2020年度","22215","静岡県 御殿場市","","84,088","","14,028",""
"2020100000","2020年度","22216","静岡県 袋井市","","82,773","","15,382",""
"2020100000","2020年度","22219","静岡県 下田市","","19,971","","2,118",""
"2020100000","2020年度","22220","静岡県 裾野市","","49,896","","8,386",""
"2020100000","2020年度","22221","静岡県 湖西市","","54,565","","8,711",""
"2020100000","2020年度","22222","静岡県 伊豆市","","27,992","","3,013",""
"2020100000","2020年度","22223","静岡県 御前崎市","","29,928","","4,541",""
"2020100000","2020年度","22224","静岡県 菊川市","","44,020","","8,139",""
"2020100000","2020年度","22225","静岡県 伊豆の国市","","45,977","","6,647",""
"2020100000","2020年度","22226","静岡県 牧之原市","","41,325","","6,228",""
"2020100000","2020年度","22301","静岡県 東伊豆町","","11,348","","998",""
"2020100000","2020年度","22302","静岡県 河津町","","6,826","","810",""
"2020100000","2020年度","22304","静岡県 南伊豆町","","7,829","","833",""
"2020100000","2020年度","22305","静岡県 松崎町","","6,016","","571",""
"2020100000","2020年度","22306","静岡県 西伊豆町","","6,996","","593",""
"2020100000","2020年度","22325","静岡県 函南町","","36,503","","5,289",""
"2020100000","2020年度","22341","静岡県 清水町","","30,294","","4,973",""
"2020100000","2020年度","22342","静岡県 長泉町","","42,629","","8,365",""
"2020100000","2020年度","22344","静岡県 小山町","","18,372","","2,571",""
"2020100000","2020年度","22424","静岡県 吉田町","","27,238","","4,532",""
"2020100000","2020年度","22429","静岡県 川根本町","","6,119","","552",""
"2020100000","2020年度","22461","静岡県 森町","","17,078","","2,519",""
"2020100000","2020年度","23100","愛知県 名古屋市","","2,184,995","","330,162",""
"2020100000","2020年度","23101","愛知県 名古屋市 千種区","","154,533","","22,911",""
"2020100000","2020年度","23102","愛知県 名古屋市 東区","","78,273","","11,069",""
"2020100000","2020年度","23103","愛知県 名古屋市 北区","","157,609","","20,836",""
"2020100000","2020年度","23104","愛知県 名古屋市 西区","","142,914","","20,445",""
"2020100000","2020年度","23105","愛知県 名古屋市 中村区","","128,453","","15,226",""
"2020100000","2020年度","23106","愛知県 名古屋市 中区","","69,066","","6,605",""
"2020100000","2020年度","23107","愛知県 名古屋市 昭和区","","101,342","","15,295",""
"2020100000","2020年度","23108","愛知県 名古屋市 瑞穂区","","94,820","","14,355",""
"2020100000","2020年度","23109","愛知県 名古屋市 熱田区","","62,654","","8,122",""
"2020100000","2020年度","23110","愛知県 名古屋市 中川区","","210,061","","31,474",""
"2020100000","2020年度","23111","愛知県 名古屋市 港区","","134,299","","20,236",""
"2020100000","2020年度","23112","愛知県 名古屋市 南区","","127,897","","17,220",""
"2020100000","2020年度","23113","愛知県 名古屋市 守山区","","173,266","","29,835",""
"2020100000","2020年度","23114","愛知県 名古屋市 緑区","","240,412","","45,002",""
"2020100000","2020年度","23115","愛知県 名古屋市 名東区","","154,277","","27,047",""
"2020100000","2020年度","23116","愛知県 名古屋市 天白区","","155,119","","24,484",""
"2020100000","2020年度","23201","愛知県 豊橋市","","350,303","","59,389",""
"2020100000","2020年度","23202","愛知県 岡崎市","","368,415","","65,391",""
"2020100000","2020年度","23203","愛知県 一宮市","","368,050","","60,012",""
"2020100000","2020年度","23204","愛知県 瀬戸市","","122,745","","19,332",""
"2020100000","2020年度","23205","愛知県 半田市","","112,672","","18,692",""
"2020100000","2020年度","23206","愛知県 春日井市","","297,652","","50,057",""
"2020100000","2020年度","23207","愛知県 豊川市","","177,239","","30,745",""
"2020100000","2020年度","23208","愛知県 津島市","","59,227","","8,418",""
"2020100000","2020年度","23209","愛知県 碧南市","","66,802","","12,150",""
"2020100000","2020年度","23210","愛知県 刈谷市","","147,066","","25,028",""
"2020100000","2020年度","23211","愛知県 豊田市","","400,702","","69,200",""
"2020100000","2020年度","23212","愛知県 安城市","","179,259","","33,444",""
"2020100000","2020年度","23213","愛知県 西尾市","","159,336","","28,586",""
"2020100000","2020年度","23214","愛知県 蒲郡市","","75,822","","11,969",""
"2020100000","2020年度","23215","愛知県 犬山市","","70,376","","11,006",""
"2020100000","2020年度","23216","愛知県 常滑市","","56,500","","10,068",""
"2020100000","2020年度","23217","愛知県 江南市","","93,572","","14,390",""
"2020100000","2020年度","23219","愛知県 小牧市","","138,972","","23,590",""
"2020100000","2020年度","23220","愛知県 稲沢市","","130,832","","21,069",""
"2020100000","2020年度","23221","愛知県 新城市","","43,264","","6,025",""
"2020100000","2020年度","23222","愛知県 東海市","","110,079","","19,794",""
"2020100000","2020年度","23223","愛知県 大府市","","88,574","","16,907",""
"2020100000","2020年度","23224","愛知県 知多市","","81,839","","13,457",""
"2020100000","2020年度","23225","愛知県 知立市","","66,343","","11,861",""
"2020100000","2020年度","23226","愛知県 尾張旭市","","81,078","","13,921",""
"2020100000","2020年度","23227","愛知県 高浜市","","42,490","","8,440",""
"2020100000","2020年度","23228","愛知県 岩倉市","","44,522","","7,126",""
"2020100000","2020年度","23229","愛知県 豊明市","","65,397","","10,505",""
"2020100000","2020年度","23230","愛知県 日進市","","89,895","","15,970",""
"2020100000","2020年度","23231","愛知県 田原市","","57,899","","9,028",""
"2020100000","2020年度","23232","愛知県 愛西市","","59,796","","8,731",""
"2020100000","2020年度","23233","愛知県 清須市","","61,185","","10,259",""
"2020100000","2020年度","23234","愛知県 北名古屋市","","83,633","","14,733",""
"2020100000","2020年度","23235","愛知県 弥富市","","40,802","","6,539",""
"2020100000","2020年度","23236","愛知県 みよし市","","58,362","","11,272",""
"2020100000","2020年度","23237","愛知県 あま市","","83,979","","14,144",""
"2020100000","2020年度","23238","愛知県 長久手市","","55,657","","11,830",""
"2020100000","2020年度","23302","愛知県 東郷町","","42,122","","7,976",""
"2020100000","2020年度","23342","愛知県 豊山町","","14,728","","2,718",""
"2020100000","2020年度","23361","愛知県 大口町","","23,585","","4,128",""
"2020100000","2020年度","23362","愛知県 扶桑町","","33,289","","5,621",""
"2020100000","2020年度","23424","愛知県 大治町","","30,915","","5,857",""
"2020100000","2020年度","23425","愛知県 蟹江町","","35,190","","5,490",""
"2020100000","2020年度","23427","愛知県 飛島村","","4,328","","771",""
"2020100000","2020年度","23441","愛知県 阿久比町","","27,890","","5,551",""
"2020100000","2020年度","23442","愛知県 東浦町","","47,856","","8,133",""
"2020100000","2020年度","23445","愛知県 南知多町","","16,196","","1,831",""
"2020100000","2020年度","23446","愛知県 美浜町","","21,975","","2,841",""
"2020100000","2020年度","23447","愛知県 武豊町","","41,900","","7,229",""
"2020100000","2020年度","23501","愛知県 幸田町","","41,137","","8,310",""
"2020100000","2020年度","23561","愛知県 設楽町","","4,394","","412",""
"2020100000","2020年度","23562","愛知県 東栄町","","2,925","","297",""
"2020100000","2020年度","23563","愛知県 豊根村","","997","","97",""
"2020100000","2020年度","24201","三重県 津市","","263,787","","40,883",""
"2020100000","2020年度","24202","三重県 四日市市","","292,356","","45,988",""
"2020100000","2020年度","24203","三重県 伊勢市","","120,782","","17,640",""
"2020100000","2020年度","24204","三重県 松阪市","","154,343","","24,240",""
"2020100000","2020年度","24205","三重県 桑名市","","133,240","","21,898",""
"2020100000","2020年度","24207","三重県 鈴鹿市","","178,822","","28,559",""
"2020100000","2020年度","24208","三重県 名張市","","75,035","","11,401",""
"2020100000","2020年度","24209","三重県 尾鷲市","","15,903","","1,707",""
"2020100000","2020年度","24210","三重県 亀山市","","46,951","","7,604",""
"2020100000","2020年度","24211","三重県 鳥羽市","","17,282","","2,110",""
"2020100000","2020年度","24212","三重県 熊野市","","15,833","","1,870",""
"2020100000","2020年度","24214","三重県 いなべ市","","42,758","","6,704",""
"2020100000","2020年度","24215","三重県 志摩市","","45,497","","5,008",""
