Code,Long,Lat,Flag
,140.1125,35.5583333333333,0
,140.1125,35.5541666666667,0
534020694,140.11875,35.5541666666667,1
,140.125,35.5541666666667,0
,140.125,35.5583333333333,0
,140.11875,35.5583333333333,0
,140.11875,35.5541666666667,0
534020771,140.0875,35.5583333333333,1
,140.09375,35.5583333333333,0
,140.09375,35.5625,0
,140.0875,35.5625,0
,140.0875,35.5583333333333,0
534020772,140.09375,35.5583333333333,1
,140.1,35.5583333333333,0
,140.1,35.5625,0
,140.09375,35.5625,0
,140.09375,35.5583333333333,0
534020773,140.0875,35.5625,1
,140.09375,35.5625,0
,140.09375,35.5666666666667,0
,140.0875,35.5666666666667,0
,140.0875,35.5625,0
534020774,140.09375,35.5625,1
,140.1,35.5625,0
,140.1,35.5666666666667,0
,140.09375,35.5666666666667,0
,140.09375,35.5625,0
534020781,140.1,35.5583333333333,1
,140.10625,35.5583333333333,0
,140.10625,35.5625,0
,140.1,35.5625,0
,140.1,35.5583333333333,0
534020782,140.10625,35.5583333333333,1
,140.1125,35.5583333333333,0
,140.1125,35.5625,0
,140.10625,35.5625,0
,140.10625,35.5583333333333,0
534020783,140.1,35.5625,1
,140.10625,35.5625,0
,140.10625,35.5666666666667,0
,140.1,35.5666666666667,0
,140.1,35.5625,0
534020784,140.10625,35.5625,1
,140.1125,35.5625,0
,140.1125,35.5666666666667,0
,140.10625,35.5666666666667,0
,140.10625,35.5625,0
534020791,140.1125,35.5583333333333,1
,140.11875,35.5583333333333,0
,140.11875,35.5625,0
,140.1125,35.5625,0
,140.1125,35.5583333333333,0
534020792,140.11875,35.5583333333333,1
,140.125,35.5583333333333,0
,140.125,35.5625,0
,140.11875,35.5625,0
,140.11875,35.5583333333333,0
534020793,140.1125,35.5625,1
,140.11875,35.5625,0
